s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member,members_found
https://golemlab.eu/graph/13665249,136,meanie,Yoongi is a meanie (but you are too).,2018-02-27,1000,Not Rated,F/M,Completed,Age Play | Age Play Caregiver Min Yoongi | Suga | Age Regression/De-Aging | Cute Min Yoongi | Suga | Drabble | Min Yoongi | Suga Is Whipped | Non-Sexual Age Play,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/6340363,135,Pussy Talk,"You and Yoongi decide to place a bet, and he agrees because you never win. But when you do, you decide that you want to have some fun this time.",2016-03-24,1165,Mature,F/M,Completed,cypher pt. 3 | it's literally 3am | my friend is so demanding goD | oh look facesitting | short but sweet,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/18114665,135,"helLO pARADISE, mY NAMe IS","Buried in the Earth where seasons did not exist, where all prosperous life perished, and Helios’s blinding light could not touch; you slept soundly in the arms of darkness.",2019-03-15,10102,Explicit,F/M,Completed,Angst | Attempted Kidnapping | Dirty Talk | Fluff | Inspired by Hades and Persephone (Hellenistic Religion & Lore) | Mythology References | Smut | Vaginal Fingering,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You Series: hades!yoongi [1]",yoongi,{'yoongi'}
https://golemlab.eu/graph/27573970,135,Fury of Their Scales,"a world of dragons, demons, devils, gods and ghouls- humans were of small number. you’ve lived on the outskirts of your human village in the woods ever since you could remember. living alone in a small cabin with nothing but woodland trees, ponds, lakes and animals was like a small paradise- with the occasional bump in the road. as someone who’s studied and experimented with nature to make all sorts of concoctions- your home was ideal. it didn’t matter that your village didn’t like it or that they rejected your life of medicine. what did matter, however, was the dragon stuck in a trap not too far from your home that you just discovered.",2020-11-15,17740,Teen And Up Audiences,F/M,Completed,Humor | Mentions of War | Unfair Situations | Wholesome | dragon boy yoongles is stuck in a trap bc he's a dumbdumb | dragon!AU | human/herbalist!reader | injuries/blood/violence | isolation/alienation | protective dragon yoonyoon | villagers physically bully y/n :( | wyvern!yoongi | y/n is so SO pure | y/n takes so much shit like a champ,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13986231,134,catching the bus (and his heart),Riding the bus doesn't bring many expectations. Certainly not one that involves a famous idol sitting right next to you.,2018-03-16,1432,Teen And Up Audiences,Gen,Completed,Fluff | Pure fluff really | agust d | bus rides | gender-neutral!reader | happy late birthday yoongihyung,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13322130,134,"little boy, yoongi",Yoongi probably will be the best Little you've (n)ever had.,2018-01-31,1060,Not Rated,F/M,Completed,Age Play | Age Play Little Min Yoongi | Suga | Age Regression/De-Aging | Cute Min Yoongi | Suga | Dd/lb | Grumpy Min Yoongi | Suga | MD/LB - Freeform | Non-Sexual Age Play | Oh wait | ddlb | is that all the tags lmao | mdlb | yoongs tags,Min Yoongi | Suga/Reader Series: ❝sort-of-a-series (little!bts)❞ [4],yoongi,{'yoongi'}
https://golemlab.eu/graph/28851513,133,"First Love, Last Love","After the most pivotal moment in your life, you never thought you would ever see him again. Years later, you cross paths in the last place you ever imagined him to be. Was this the universe giving you a second chance? Or were you destined to repeat the same mistakes you fought hard to forget? (Bad Boy Pianist!Yoongi x University!Reader; High School/University AU; Angst, Smut) // Revamped on July 3rd, 2021 to be more reader-inclusive!",2021-01-19,33507,Mature,F/M,Completed,Alcohol | Angst | Angst and Fluff and Smut | Bad Boy Min Yoongi | Suga | Choking | Dirty Talk | Doggy Style | Edging | Hair-pulling | House Party | Nipple Play | Oral Sex | Penetration | Rough Sex | Smut | Spanking | Unprotected Sex (Pls be resp!) | Vaginal Fingering | Yoongi x You - Freeform | gagging | high school/university au | oral (m/f receiving) | spitting,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/19744828,133,brighter than fire,"there’s quite possibly nothing you hate more than min yoongi and his stupid, stupid face—and the stupid, stupid way he makes you feel.",2019-07-09,11394,Mature,F/M,Completed,Alternate Universe - Summer Camp | Fluff | Light Choking | Oral Sex | Smut | camp counselors,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/10885731,132,You Look So Good (I Just Want a Taste),"Yoongi's gained weight since the tour started, and he's concerned about his looks. You happen to think he looks amazing , and you just can't help yourself. or Yoongi thinks he's fat and I can't begin to explain all the horrible things I'd do to him and his beautiful body.",2017-05-12,1338,Explicit,F/M,Completed,Blow Jobs | Body Image | Body Worship | Enthusiastic Consent | Established Relationship | Oral Sex | Sex,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
https://golemlab.eu/graph/19662301,132,Experimental Practice,"The final round for the piano competition is less than a week away, and you have an idea of how to help Yoongi overcome his stage fright.",2019-07-06,1055,Explicit,F/M,Completed,Angst and Porn | BTS World - AU | Friends to Lovers | Plot What Plot/Porn Without Plot,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/16365689,132,Peppermint and Lily of the Valley,"Lady Luck wasn't smiling down on you tonight. Or maybe she was since there was an alpha who was actually decent–with feline eyes that you've seen numerous times in two-dimensional mediums and with a name that was whispered in reverence at your university. Also, your sense of humor matches with his. --- A.K.A. Your own pack abducted you and shit started going downhill in the club–but at least one thing came out good from it. Him. (Sorry, I'm bad at summaries.)",2018-10-21,7188,Explicit,F/M,Completed,Alpha Min Yoongi | Suga | Alpha/Beta/Omega Dynamics | Female Reader | How Do I Tag | Mating Cycles/In Heat | Non-Penetrative Sex | Omega Reader | Oral Sex | Porn with Feelings | hmmm what else | is this considered fluff and smut? | oh well | past trauma | protective pack alpha yongsun | squibble babble | this is a bit of a mess sorry whoops,"Min Yoongi | Suga/Reader Series: ABO Bangtanmoo + Reader & Chungha (such creativity, much wow) [1]",yoongi,{'yoongi'}
https://golemlab.eu/graph/12967575,132,Lesson Learned,A story in which you learn who Min Yoongi is.,2017-12-10,2300,General Audiences,F/M,Completed,Alternate Universe - College/University | Fluff,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/32784673,132,back-burner,sometimes you felt like you were the back-burner to a two-decade-long friendship. how could you ever compete?,2021-08-15,64460,Explicit,F/M,In-Progress,Alternate Universe - Childhood Friends | Angst | Angst and Hurt/Comfort | Eventual Fluff | Eventual Smut | Friends to Lovers | Heavy Angst | Insecurity | Mean Min Yoongi | Suga | Pining | Sibling Rivalry | Slow Burn | frenemies to lovers? | unrequited love (???),Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/22406284,132,In Another Life || YoongixReader (F),"For centuries Yoongi has isolated himself, mourning the loss of the one person he cared about most in life. Yet a chance encounter and kind gesture seems to bring love back into his life. So instead of repeating history he takes destiny into his own hands to make sure the woman he loves comes back to him, by any means necessary.",2020-01-25,21049,Mature,F/M,Completed,Reincarnation | Vampires | Yandere,Min Yoongi | Suga/Reader Series: Self-Insert Stories [13],yoongi,{'yoongi'}
https://golemlab.eu/graph/12830631,131,Time in the Genius Lab | Min Yoongi Drabble,"Yoongi has locked himself in the Genius Lab and refused to get out til' his work was done. (Y/N) gets pissed and tries to solve the situation, but ends up being dragged into a very cheesy situation in which Yoongi confesses his feelings.",2017-11-26,1557,Teen And Up Audiences,F/M,Completed,Age Difference | Annoyed Min Yoongi | Suga | Cheesy | Friends With Benefits | Friends to Lovers | Genius Lab | Grumpy Min Yoongi | Suga | Implied Sexual Content | Massage | Mentioned Park Jimin | Musicians | Not Dating But Dating | Office | Overworking | Pestering | Sleep Deprivation | Sweet Talk,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/24780994,131,"Okay, Bloomer",spin-off sequel to ‘petal to the metal’; in which the reader visits a flower shop on her way home from work to treat herself to a flower and then keeps returning just to interact with the shop’s cute tsundere floral assistant. the last thing she expects is to see him ~spitting hot fire~ and looking hot as sin at her friend’s music event. how is she supposed to get flowers in peace now?,2020-06-18,10154,Mature,F/M,Completed,Alternate Universe - Flower Shop | Eventual Smut | Fluff | Language of Flowers | Light Angst | Min Yoongi | Suga Is Whipped | Petal to the Metal Spin-off | Sequel | Smut | Soft Min Yoongi | Suga,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/19073935,131,Uno,Beating Yoongi at Uno leads to an interesting night.,2019-06-03,5344,Explicit,F/M,Completed,Adult Content | Explicit Sexual Content | Fluff and Smut | Light Dom/sub | Married Couple | Married Life | Oral Sex | Plot What Plot/Porn Without Plot | Smut | Sub Min Yoongi | Suga,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/7046974,131,"Some Dreams Come True, Some Don't.","You paused in confusion before jerking back into reality. You blinked away the sleep before registering a few things. 1.   You were in your best friend, Yoongi’s apartment, which occasionally housed you and 6 other boys. You were sprawled across his couch, to be more specific. 2.   The owner of the said couch was hovering over you with a slight scowl etched on his face, his silver locks covering his forehead, and an extremely awkward maknae was sitting in one corner of the room, looking as if he was about to explode from the intensity of the blood that was currently gushing to his face. 3.   You just had a wet dream about your best friend of over a decade.",2016-05-31,6589,Mature,F/M,In-Progress,Alternate Universe - College/University | I'm Bad At Tagging | Min Yoongi - Freeform | Shameless Smut | bangtan boys - Freeform,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13250448,130,Mixtape,"You're dating the infamous Min Yoongi -- aka Suga -- one of the biggest names in the underground world of hip hop. With his mixtape on the way, you find the daunting news of your ex-boyfriend's diss track on Yoongi too be all too much. But, worry not, your Min Yoongi has a plan. (Fin : 2016.02.14)",2018-01-03,2567,Explicit,F/M,Completed,,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/16793005,130,This Tall To Ride,"All the money in your bank account for some reason can’t buy you a good time. You’ve been touch starved for so long, meeting guys that all seemed to be not quite what you want. And if they had all the qualities that you desperately raved over in your head, they’d be too short. Except, for some reason, that still didn’t stop one of them from pursuing your ass. Or In which you are quite tall and Yoongi doesn’t mind one bit.",2018-11-30,12096,Explicit,F/M,Completed,Developing Relationship | Kissing | Mutual Pining | Neck Kissing | Oral Sex | Pining | Rough Sex | Slow Burn | Spanking | Teasing | Yoongi is nasty mmmk?,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/25631704,129,Prey for Me,"King Min Yoongi is known as being fierce, cold, and deadly to his enemies. How are you, a shy doe, going to survive working in the home of your natural hunter with no where to run?",2020-07-31,4272,Explicit,F/M,Completed,Cream Pie | Cum Play | Dirty Talk | Hybrid AU | Kissing | Language | Over stimulation | Penetrative Sex | Smut | Squirting | fingering (f receiving) | hunter/prey dynamics | hybrid sex | light choking but not really just more firmly grasping the throat | oral sex (m & f recieving) | servant/royalty dynamics | threesome (ffm and reader is not a part of it directly) | unsafe sex (be smart yall!) | voyeurism/exhibitionism,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/11200776,127,Ardent Love,"It is that time of the year when your husband disappears behind his office doors, stacks of papers piled high on his desk, and fails to return home until the wee hours of the morning-if he returns at all. As the days pass by and his side of the bed grows colder, you decide that if he is too busy to come home, you’ll just have to go to him.",2017-06-14,3972,Mature,F/M,Completed,Oral Sex | Romance | Smut | ceo!yoongi,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/26197348,127,apricity.,"Apricity (n): the warmth of the sun in winter. The Northern Water Tribe is offering a massive reward for the safe return of the tribal princess, and Yoongi is determined to collect. Yoongi x Reader [an A:TLA meets Anastasia AU]",2020-08-31,20241,General Audiences,F/M,Completed,Action/Adventure | Adventure | Alternate Universe - Avatar & Benders Setting | Eventual Romance | Fluff | Fluff and Angst | Inspired by Anastasia (1997 & Broadway) | Romance | Slow Burn | con men sope | the atla meets anastasia au that no one asked for but here it is kids,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/10509783,126,My Woman,You and Yoongi find a place you can be alone...,2017-03-31,2547,Mature,F/M,Completed,Fluff and Smut | Fluffy Ending | Min Yoongi - Freeform | One Shot | Romance | Smut | bts - Freeform | bts smut | kpop | suga - Freeform | yoongi smut,Min Yoongi | Suga/You,yoongi,{'yoongi'}
https://golemlab.eu/graph/24040879,125,lust for a vampire,Taehyung's Halloween party just isn't doing it for you and Yoongi this year. So you decide to entertain yourselves.,2020-05-06,4458,Explicit,F/M,Completed,Ass Play | Cumshot | Dirty Talk | Female Reader | Fingering | Multiple Orgasms | Overstimulation | Smut | Squirting | cum kink if u squint | pussy eating | reader is a lil bit of a brat but i love her | they fuck on taehyungs bed | whoops | yoongi and reader are always h word for each other,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/25696933,125,a scam marriage,"Graduate school tuition: $30,000. A marriage license: $30. A man willing to kill the cockroaches: priceless. For everything else...well that's the tough part, isn't it?",2020-08-03,4073,Teen And Up Audiences,F/M,Completed,Alternate Universe - College/University | Graduate School,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/13309773,124,ARE YOU READY?,Min Yoongi has received many disconcerting texts in the last several days. He’s wanted to destroy his phone many times in his life – has received plentiful texts he didn’t like before – but today’s takes the cake. her. [6:49 pm] > Hi Yoongs! > I downloaded that outcast game!! > NO His vision tunnels on the screen.,2018-01-08,3351,Mature,F/M,Completed,Alternate Universe - Outcast | Angst and Romance | Dark | Horror | Lovesickness | Misery | One Shot | Psychological Horror | Suspense | bts outcast,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/16126820,124,Unconventional Methods,There was only a single rule while spending time with Yoongi in his studio... Do not tempt him.,2018-09-29,10150,Mature,F/M,Completed,Dirty Talk | Doggy Style | Fluff and Smut | Oral Sex | Power Play | Rough Sex | Smut | Spanking,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/19847062,124,Forever Home,"You and Yoongi return to the place that plays a crucial part in both of your pasts. (This is not a standalone story. Read ""Protection Squad"" to understand this.)",2019-07-17,1760,Not Rated,F/M,Completed,Alternate Universe - Hybrids | Alternate Universe - Magic | Alternate Universe - Shapeshifters | Cat Hybrid Min Yoongi | Suga | Cat Hybrid Reader | Family Reunion | Happy Ending | Read Protection Squad first | Sequel | Supportive Relationship | but it's not a sad story | referenced suicide attempts,Min Yoongi | Suga/Reader Series: Protection Squad [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/15519378,123,Wrath,Yoongi gives you one rule for the night and you can't even handle that. Min Yoongi commits the fifth sin: wrath.,2018-08-01,4134,Explicit,F/M,Completed,Blindfolds | Daddy Kink | Handcuffs | Light Bondage | Oral Sex | Seven Deadly Sins | Smut | Spanking,Min Yoongi | Suga/Reader Series: Seven Deadly Sins [5],yoongi,{'yoongi'}
https://golemlab.eu/graph/14873000,122,Midnight Comforts,"It was 12am, and you'd just woken up from a nightmare where your roommate Yoongi was drowning. You only had one thought, and that was to go and make sure he wasn't.",2018-06-07,1144,General Audiences,F/M,Completed,Alternate Universe - Roommates/Housemates | Angst | College | College AU | Fluff | Midnight Confessions | One Shot | Roommates | Short One Shot | so fluffy i'm gonna die !!!,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/15771216,122,Crimson Grail,You were bound by the shackles of an unfair society. He broke those shackles and showed you what true freedom was.,2018-08-23,30678,Explicit,F/M,In-Progress,Min Yoongi - Freeform | Min Yoongi Pirate | Slow Burn | This will destroy you and I both so yolo | bts smut | future smut | pirate,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/8535154,122,Paired Up,"Your handsome but passive classmate Min Yoongi has been assigned as your partner for a group project. Things are not going well between the two of you and you're starting to dread your project meetings more and more, until something happens that makes you wish the project never ended.",2016-11-12,2253,Mature,F/M,Completed,Alternate Universe - College/University | College!AU | Library Sex | Students | student!Yoongi,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/15950105,122,Conventional Care,"She loved him on his knees. He loved it too. Sequel to Better Together, but can stand alone.",2018-09-10,2098,Explicit,F/M,Completed,Aftercare | Anal Fingering | Anal Sex | Asphyxiation | Bottom Min Yoongi | Suga | But also not | Butt Plugs | Chains | Choking | Cock Rings | D/s | Degradation | Dirty Talk | Dom/sub relationship | Dry Orgasm | Femdom | Fluff | Fluff and Smut | Gags | Hair-pulling | Help | Heterosexual Sex | I Wrote This Instead of Sleeping | I'm Bad At Titles | Kinky as hell | Min Yoongi | Suga is a Brat | Mommy Kink | Multiple Orgasms | Oral Sex | Orgasm Delay/Denial | Pegging | Praise Kink | Reader-Insert | Restraints | Rope Bondage | Safewords | Slight Spanking | Smut | Soft Min Yoongi | Suga | Strap-Ons | Sub Min Yoongi | Suga | Subspace | The Author Regrets Nothing | Tooth-Rotting Fluff | at midnight | author can’t tag | but he’s still a good boy | but it’s in third person | mentions of collars | sloppy blowjobs | soft dom,Min Yoongi | Suga/Reader Series: In Which Min Yoongi Gets the Shit Dommed Out of Him [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/24768445,121,andante cantabile,You are convinced Mr. Min is nothing but a rude and gloomy man after he leaves a horrible first impression on you. His friends' attempts to convince you otherwise are met with mixed success.,2020-06-17,30705,Teen And Up Audiences,F/M,Completed,Alternate Universe - Historical | Alternate Universe - Regency | Fluff | Jeon Jungkook is the reader's younger brother | Parent Death (Mentioned) | Pianist Min Yoongi | Suga | Romance | Slow Burn,Min Yoongi | Suga/Reader Series: Bangtan: the Regency Chronicles [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/13903533,121,Easy Rebound,"Yoongi is one of the star players on the college basketball team. You are the head of the cheerleading squad. The pair of you would make the most beautiful (if most cliché) couple on campus, except neither of you have ever wanted anything more than the frequent, casual fuck. Yet somehow Yoongi finds his emotions straying towards dangerous territory.",2018-03-08,6556,Mature,F/M,Completed,Additional Warnings Apply | Additional Warnings In Author's Note | Alternate Universe - College/University | Creampie | Cunnilingus | Explicit Sexual Content | Fellatio | Originally Posted on Tumblr | POV Male Character | Reader-Insert | light creampie eating,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/22426168,121,the velvet devil.,A chance encounter leads you to a strange bar and its enigmatic owner. Yoongi x Reader,2020-01-26,10579,Explicit,F/M,Completed,Alternate Universe - Vampire | Angst | Bartender Min Yoongi | Suga | Implied/Referenced Suicide | Smut | Stalking | Vampire Min Yoongi | Suga | but all's well that ends well amirite | gets weirdly heavy at the end | scattered with social commentary,Min Yoongi | Suga/You,yoongi,{'yoongi'}
https://golemlab.eu/graph/14708666,121,Womyn with a 'Y',"You weren’t quite sure how you ended up working with the aloof Yoonji on your student council campaign, but you did know that that girl was starting to make you question yourself. I mean, if she’s even a girl at all…",2018-05-19,7484,Mature,F/F,In-Progress,Alternate Universe - High School | Masturbation | Mutual Pining | Slow Burn,"Min Yoongi | Suga/Reader, Min Yoonji/Reader",yoongi,{'yoongi'}
https://golemlab.eu/graph/30078969,120,Pour Some Sugar On Me,"Being stuck in the kitchen of your aunt’s bakery late at night is the last thing you had in mind when it came to preparing for Valentine’s day. Although, being stuck with your archenemy, and the most overbearing person you have ever known, teaching you how to bake your aunt’s secret recipe is the exact opposite of what you’d ever have in mind. As the kitchen grows hot, however, you cannot tell whether it’s from the ovens or if it’s something else burning between the two of you. As the night progresses, you cannot help but wonder which one would melt first once you are done. The frostings? Or you?",2021-03-16,14310,Mature,F/M,Completed,Alternate Universe - Bakery | Baker!Reader - Freeform | Bakery | Bakery and Coffee Shop | Biting | Blow Jobs | Breast Play | Clothed Sex | Deep Throating | Dirty Talk | Dom/sub Undertones | Enemies to Lovers | Explicit Sexual Content | Fingering | Food | Food Play | Food Sex | Light Dom/sub | Masturbation | Oral Sex | Rough Sex | Semi-Public Sex | Sexual Tension | Soft Dom!yoongi | Soft Min Yoongi | Suga | Yoongi's tongue | baker!yoongi,Min Yoongi | Suga/Reader Series: Bon Appétit [5],yoongi,{'yoongi'}
https://golemlab.eu/graph/25114084,120,The English Teacher,"After watching an unfortunate interview with iHeartRadio, you write up a piece on ways BTS could improve their English interviews. Your post reaches the eyes of BigHit Entertainment who took what you had to say seriously. Now three months into your probation period as BTS' resident English teacher, you're finally beginning to understand both Korean and celebrity culture, as well as the toll of living lands away from your husband of ten years. As for one of the BTS members, he's trying to understand you, too - as much as you'll let him.",2020-07-06,33331,Mature,F/M,Completed,Angst with a Happy Ending | Anxiety | Anxiety Disorder | Eventual Happy Ending | Eventual Smut | Fluff and Angst | Mentioned Bangtan Boys | BTS Member(s) | Soft Min Yoongi | Suga,Min Yoongi | Suga/Reader Series: Imagine All the People [3],yoongi,{'yoongi'}
https://golemlab.eu/graph/27886360,119,Sole,"While Yoongi is recovering from shoulder surgery, things are a little different in your relationship as you help him do things he struggles with while his arm is in a sling, and there are some needs that have to be met in more creative ways.",2020-12-05,4053,Explicit,F/M,Completed,Domestic Fluff | Established Relationship | Fingerfucking | Fluff | Fluff and Smut | Good Significant Other Min Yoongi | Suga | Hand Jobs | Min Yoongi | Suga Smut | Min Yoongi | Suga in Love | Min Yoongi | Suga is Good at Feelings | Min Yoongi | Suga-centric | Shower Sex | Smut | Soft Min Yoongi | Suga | Swearing | Vaginal Fingering,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/19808239,118,By its cover,"Things aren’t always what they seem, and neither are people. As a waitress in one of the town’s favorite diners, you’re not usually one to judge a book by its cover. Still, you can’t help but get annoyed by the grumpy regular who seems to be rather unreceptive of your attempts to approach him. You’re sure that’s just how he is; cold, uninterested and antisocial. Unexpectedly showing you his soft side, he proves you sorely mistaken.",2019-07-14,2059,Teen And Up Audiences,F/M,Completed,Caretaking | Diners | Fluff | Strangers to Lovers | foster kitten dad yoongi | small kittens,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/12473228,117,First Love,A collection of moments with Min Yoongi.,2017-10-24,1344,Teen And Up Audiences,F/M,In-Progress,Drabbles | Fluff | Limes | Mild Angst | Romance | YNWA Spin off | oneshots | prompts,Min Yoongi | Suga/Reader Series: The Red String of Fate [5],yoongi,{'yoongi'}
https://golemlab.eu/graph/27268477,116,Kitten Fever,"min yoongi wants to be a daddy, but not in the way that you quite expect",2020-11-15,7566,Teen And Up Audiences,F/M,Completed,Alternate Universe | Cat Hybrid Min Yoongi | Suga | Cat/Human Hybrids | Cats | Cute Min Yoongi | Suga | Daddy Yoongi | Domestic Fluff | Fluff | Gender-Neutral Pronouns | Hybrid Min Yoongi | Suga | Hybrids | Just Add Kittens | Parenthood | Soft Min Yoongi | Suga | new dad,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
https://golemlab.eu/graph/20700374,116,Speechless,"In a world full of different soulmate connections, the connection you share with your soulmate is very rare. You can’t talk while your soulmate does, and while they talk, you have no choice but to listen.",2019-09-19,2545,Not Rated,F/M,Completed,Min Yoongi - Freeform | Yoongi - Freeform | reader x yoongi - Freeform | yoongi x reader - Freeform,Min Yoongi | Suga/Reader Series: Soulmate Series [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/12791766,116,Office Holiday Party,"""Did you just spike the eggnog?"" ""Maybe."" ""Want to make out in the copy room?"" ""Lead the way.""",2017-11-22,1117,Mature,F/M,Completed,Kissing | Mild Sexual Content | Nipple Licking | Partial Nudity | Semi-Public Sex | but not really sex,Min Yoongi | Suga/Reader Series: A Christmas Story [2],yoongi,{'yoongi'}
https://golemlab.eu/graph/13491405,115,Bottling It Up,Yoongi has had a long stressful day and you are left to deal with the aftermath.,2018-01-27,1860,General Audiences,F/M,Completed,Angst | Arguing | Comfort | Fluff | stressed yoongi | strong reader,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/25038811,115,Seven,"Yoongi hasn’t been home as much lately because he’s been splitting long hours between his studio and Big Hit, so one night when he’s home early, instead of the usual after-dinner routine of Netflix in bed, he suggests something different.",2020-07-02,5312,Explicit,F/M,Completed,Cuddling & Snuggling | Established Relationship | Fluff and Smut | Gentle Kissing | Gentle Sex | Good Boyfriend Min Yoongi | Suga | Gratuitous Smut | Idol Min Yoongi | Suga | Kissing | Marathon Sex | Multiple Orgasms | Multiple Sex Positions | Naked Cuddling | Oral Sex | Sex | Shameless Smut | Smut | Spooning | Swearing | Vaginal Fingering | Vaginal Sex,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/26111947,115,champagne confessions,"min yoongi may be afraid of many things, but making sure you are well aware of his feelings towards you is not one of them.",2020-08-25,1721,Teen And Up Audiences,F/M,Completed,Lots of fluffy moments | Min Yoongi Is Whipped | mutual pining but Someone is being stubborn,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
https://golemlab.eu/graph/14236413,114,wednesday,"you've exchanged words how many times? six? seven, maybe, if he counts that first day when namjoon introduced you two and you ran off to your eleven o'clock class right after saying your name. he's been crushing ever since.",2018-04-07,1224,Teen And Up Audiences,M/M,Completed,Alternate Universe - College/University | you're an exchange student,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/28080678,114,Gentle Hands,Yoongi is easy to love.,2020-12-15,4000,Explicit,F/M,Completed,Cunnilingus | Cute | Cute Min Yoongi | Suga | Domestic Fluff | Fluff | Kissing | Min Yoongi | Suga Is Whipped | Romance | Romantic Fluff | Sweet Min Yoongi | Suga | Tooth-Rotting Fluff | loving relationship,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/16928124,114,Good Morning,Yoongi sleeps too long and you have no patience,2018-12-09,1607,Explicit,F/M,Completed,Blow Jobs | Clothed Sex | Morning Sex | Plot What Plot/Porn Without Plot | Somnophilia | Thighs,Min Yoongi | Suga/Reader Series: BTS x Reader Scenarios [3],yoongi,{'yoongi'}
https://golemlab.eu/graph/12255000,114,Time,"Just some good old, logistically difficult car sex on a time limit with an impatient Yoongi.",2017-10-03,1484,Explicit,F/M,Completed,Cross-Posted on Tumblr | Semi-Public Sex | really anyone could come by but yknow | youre in a driveway but in the car,"Min Yoongi | Suga/Reader, Min Yoongi | Suga/You",yoongi,{'yoongi'}
https://golemlab.eu/graph/16837267,114,You Can Borrow Mine,Yoongi is a sly little bastard.,2018-12-04,760,Teen And Up Audiences,F/M,Completed,Explicit Language | Fluff | Friends to Lovers | Mutual Pining | Yoongi is a sly bastard,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/26420053,113,Warmth | Min Yoongi x reader,"Not wanting to stay during your parent's argument, you step outside for a bit and your neighbor Yoongi finds you.",2020-09-12,925,General Audiences,F/M,Completed,Alone | Dysfunctional Family | Fluff | best friend neighbor,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
https://golemlab.eu/graph/15046943,113,restart.,"You certainly remembered climbing to your bed after a rather stressful day of school. But how in the fresh hell did you end up on a massive bed, your bones and joints aching, watching helplessly as a guy you're certain you've never known called your name with so much love in his voice?",2018-06-25,798,Teen And Up Audiences,F/M,Completed,Angst | Mafia AU | Possibly becoming a series in the future??? | Reader-Insert | Romance,Min Yoongi | Suga/Reader Series: ddaeng. [1],yoongi,{'yoongi'}
https://golemlab.eu/graph/21735058,113,and they were roommates,oh my god they were roommates,2019-12-09,1496,Explicit,F/M,Completed,Masturbation | Sexting | and they were ROOMMATES,Min Yoongi | Suga/Reader,yoongi,{'yoongi'}
