s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member,members_found
https://golemlab.eu/graph/38139376,7,Maid for you [Kim Seokjin],Kim Seokjin is in desperate need of a Housekeeper that can care for his sugar glider when he is gone.,2022-04-03,3902,Teen And Up Audiences,F/M,In-Progress,Boss/Employee Relationship | Eventual Romance | Jin is overworked | Kim Seokjin | Jin is a Mess | Reader is a housekeeper | Reader is caring | Slow Burn | Sweet Kim Seokjin | Jin | if i feel like it | maybe smut,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: BTS [2]",seokjin,{'seokjin'}
https://golemlab.eu/graph/26400748,7,Stress Relief,"“Just let me do this video conference at 10, and then we can play.” “As long as you’re here, I can wait,” he compromises, “I’ll just sit here quietly and eat my food.” “Just don’t start doing your vocal exercises like last time.” Jin scoffs, “It happened one time!”",2020-09-11,653,General Audiences,F/M,Completed,Fluff | Mornings | jin returns from work | you're working,Kim Seokjin | Jin/Reader Series: Mornings: BTS [7],seokjin,{'seokjin'}
https://golemlab.eu/graph/28027722,7,7 days (Kim Seokjin),"The kids are adamant to celebrate their birthday with their Mother, and Jin who has always protected them during their happy moments doesn’t know what to do. 12th November is a date that will forever stay in his head, maybe the date this time would be happy, at least that what he told him self for the past 4 years, now nearly five. As the rest of the boys are there for him, will his wife finally come back to him? After leaving him all alone on the 12th of November.",2020-12-12,8068,Not Rated,F/M,In-Progress,Birthday | Hospital | Idol (AU) | Kids | Major Character Injury | Original Character(s) | Other Additional Tags to Be Added | Sad Kim Seokjin | Jin | Sad with a Happy Ending | comatose character,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35444755,7,Unprecedented Confession,"CEO Seokjin and you, his best friend as well as assistant, go to a nearby cafe in order to relax. What you guys don't expect is a storming woman rushing towards you, who turns out to be Seokjin's fake girlfriend. The question is, how did you both end up kissing at the end?",2021-12-01,717,Teen And Up Audiences,F/M,Completed,Assistant Reader | CEO Kim Seokjin | Jin | CEO Seokjin | Fake Relationship | Jin/Reader - Freeform | jin is shy ceo,Kim Seokjin | Jin/You,seokjin,{'seokjin'}
https://golemlab.eu/graph/23842987,7,Heart Of Stone (Kim Seokjin/Jin x F!Reader),"This oneshot has the reader as a member of the fictional Korean cast of ""SIX"", in the role of ""Jane Seymour"". Struggling with her song ""Heart Of Stone"", she's at a loss of ideas, but then help arrives in form of Kim Seokjin. The song featured in this shot originates from the musical ""SIX"", that tells the stories of Henry VIII's six wives.",2020-04-25,2738,Teen And Up Audiences,F/M,Completed,Fluff | Kim Seokjin | Jin is a Sweetheart | Sweet Kim Seokjin | Jin,Kim Seokjin | Jin/Reader Series: SIX-Series [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/39036888,7,Wet & Wild,Jennie and her fiancée Jin went to a new water and instead of testing the rides…it was the mirrors in the changing room.,2022-05-16,1558,Mature,F/M,Completed,Almost Caught | Begging | Chubby Reader | Comfort Food | Creampie | Kim Seokjin | Jin Has a Big Dick | Mirror Sex | Naked Male Clothed Female | Praise Kink | Semi-Public Sex | Size Difference | Slight Aftercare | Water Park | degrading words | thigh job,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/41045772,7,What Is Your Dream?,"After a long night of studying, Seokjin challenges your perspective on your future.",2022-08-15,1186,General Audiences,F/M,Completed,Alternate Universe - College/University | Established Relationship | Fluff | Good Boyfriend Seokjin | Kim Seokjin | Jin is Good at Feelings,Kim Seokjin | Jin/Reader Series: One Shots Based on BTS Songs [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/16006538,7,Talk Some Sense Into Me,"Trailer: https://www.youtube.com/watch?v=eCXpROgvztE [TRIGGER WARNING: Please seek help if you need it; there is no shame in doing so. If you need to talk and don't have anyone: I'm there.] Kim Seokjin should be happy. He has a job that's paying well, his family and brother are proud of him, and considering how many coworkers flirt with him, he doesn't have to be alone. But sometimes all of these things won't bring you happiness- but the exact opposite. Feeling like the pressure is getting too much, loosing his brother more and more, and slowly slipping towards very unhealthy habits to cope, he is seeking help- of course, without telling anyone. Y/N however doesn't know what it's like to have everything. Growing up caught in a toxic family, she soon finds herself deep in a hole she can't climb out on her own again. Having her brother and stepbrother trying to get at eachother's throats constantly, she feels like everything wrong is her fault- and her fault alone. Both from different worlds, yet face almost the same challenges; but carrying a weight together is always a smarter idea than walking alone. But nothing ever comes without a price. How can something like this ever work out?",2018-09-16,2219,Mature,F/M,In-Progress,Alcohol Abuse/Alcoholism | Brother Min Yoongi | Suga | Depression | Drama | Eventual Happy Ending | Eventual Smut | Fluff | If you need help talk to me | Implied/Referenced Self-Harm | Jung Hoseok | J-Hope is a Sweetheart | Just wanted to put that out there | Kim Namjoon | RM Has Anxiety | Kim Seokjin | Jin & Kim Taehyung | V are Siblings | Please note that I'm not romanticizing those things | Romance | Stepbrother Jeon Jungkook | Withdrawal | Yoongi is Readers biological brother | like I can't stress this enough | maybe it'll help someone | mental health | mentions of past mental abuse | or someone | trigger warning,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/22693183,7,Love For Sale,None,2020-02-13,11146,Teen And Up Audiences,F/M,In-Progress,Alternate Universe - College/University | Alternate Universe - Escorts | Alternate Universe - Prostitution | Alternative Universe - Single Parent | Escort Service | Implied Sexual Content | Mild Language | Single Parent Kim Seokjin | Jin | Single Parents,"Kim Seokjin | Jin/Reader, Min Yoongi | Suga/Park Jimin",seokjin,{'seokjin'}
https://golemlab.eu/graph/28643439,7,Epiphany,"""Kim Seokjin, always remember you are not forgettable, you are my epiphany!""",2021-01-09,2657,Teen And Up Audiences,F/M,Completed,Developing Relationship | Drama | Drama & Romance | Fluff | Fluff and Humor | Kim Seokjin | Jin is Whipped | Marriage | Romance | Sweet Kim Seokjin | Jin | Tooth-Rotting Fluff | a pity really | and really sweet | but im posting it now | but it's good | just a short sweet story | the first ever bts fanfiction i wrote ever,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/16796947,7,bedroom,a lot of things happens in the bedroom,2018-12-01,1702,Mature,F/M,Completed,A jin smut wouldn't be complete without jokes | Cutie Kim Seokjin | Dom Kim Seokjin | Jin | I Can't Believe I Wrote This | I cant do a smut of jin i'm sorry | Kim Seokjin | Jin is a Sweetheart | Kim Seokjin | Jin is a Tease | Rough Sex | Top Kim Taehyung | V | fluff at the end,Kim Seokjin | Jin/Reader Series: Bangtan Smut Oneshots [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/24457021,7,Is Anybody Out There?,"You have been in an abusive relationship for about two years with your current boyfriend, Luke. You weren't allowed to talk to a good amount of people and you couldn't go anywhere without asking Luke for permission. Nobody noticed your bruises and your high walls until Seokjin began noticing your cries. Will He be able to help you get out of this relationship?",2020-05-30,439,General Audiences,F/M,Completed,Abusive Relationships | Angst | Angst with a Happy Ending | Mental Health Issues | Physical Abuse | Swearing | Verbal Abuse,Kim Seokjin | Jin/Reader Series: BTS Drabbles [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/25720234,7,Wildflower,Your Best friend Seokjin gets you out of the house after noticing your melancholia.,2020-08-05,775,Teen And Up Audiences,F/M,Completed,Best Friends | Enemies to Friends to Lovers | Fluffy Ending | Possible Character Death | Short & Sweet | Sweet Kim Seokjin | Jin | Unplanned Pregnancy,Kim Seokjin | Jin/You,seokjin,{'seokjin'}
https://golemlab.eu/graph/35664349,7,Seven Moons,"When Kim Seokjin's betrothed ditches Mikronysus for Earth, he rakes through the continents to bring her back. At last, he believes to have found her when his tracker picks up on a tremendous amount of energy coming from the Midwest. After initiating the process to bring her back, he's shocked to find you in his quarters, a struggling businesswoman from Kansas City, instead of his runaway bride. To get you back home, he's got to make a trade. But when it comes to you, will he be able to go through with it?",2021-12-12,8353,Mature,F/M,In-Progress,Alternate Universe | Alternate Universe - Fantasy | Alternate Universe - Space | Angst and Fluff and Smut | Angsty Kim Seokjin | Jin | Doctor Who References | Enemies to Lovers | Eventual Smut | Futuristic | Kim Seokjin | Jin Smut | Strangers to Lovers | Sweet Kim Seokjin | Jin | Time Lord Angst | Time Lord smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/38640675,6,contradicktory,"the guy you've had your rivalry mutual with, you find yourself grinding on his cock the day you were supposed to kill him. or, maybe it was him who was supposed to kill you?  both of you find your heart in a contradiction to your duties, so would you follow your heart or you duties?",2022-04-27,4897,Explicit,F/M,Completed,Dry Humping | Fluff | Light Angst | Oral Sex | PWP | Rough Sex | Smut | Spanking | Vaginal Fingering,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/39824139,6,"run away, run away","seokjin chases you through the woods, catches you, and takes what he wants.",2022-06-22,1001,Explicit,F/F,Completed,Choking | Consensual Non-Consent | Face Slapping | Fighting Kink | Gross | Play Fighting | Predator/Prey | Roleplay | Rough Sex | Semi-Public Sex | Sexual Roleplay | Werewolf Kim Seokjin | Jin,Kim Seokjin | Jin/Reader Series: run away [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/34074628,6,give & take,None,2021-09-25,374,Mature,F/M,Completed,Cunnilingus | Dirty Talk | Established Relationship,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/40829370,6,"the harder the rain, honey, the sweeter the sun","seokjin had the perfect plan to propose to you, but if only he could’ve predicted the weather",2022-08-06,492,General Audiences,F/M,Completed,Alternate Universe - Not K-Pop Idols | Drabble | Established Relationship | Fluff | Marriage Proposal | Reader-Insert | gender neutral reader,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/21945931,6,K For Kim,Santa and The Dream Queen take a run at Christmas,2019-12-25,2974,Not Rated,F/M,Completed,JUST READ IT OKAY???? | Okay it's not really rise of the guardians but it's along the same lines | Rise of the Guardians (2012) References | Santa is Real | Seokjin is Santa | frenemies to lovers | magical things happen,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/31864039,6,Lussekatter,Basic baking fluff with the one and only Kim Seokjin [This is a one shot],2021-06-10,729,Teen And Up Audiences,F/M,Completed,Baking | Fluff | Kim Seokjin | Jin-centric | One Shot | Reader-Insert | Sweet Kim Seokjin | Jin,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/28459341,6,Merry Kissmas,It’s Christmas day and Seokjin has a surprise for you.,2020-12-31,978,General Audiences,F/M,Completed,Christmas Fluff | Established Relationship | Fluff,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/19080106,6,Untitled.,This is actually my first time writing and and I'm so sorry if it's bore you :(,2019-06-03,12070,Explicit,F/M,Completed,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35788819,6,Valentine,"What happens when all your wishes come true, and you have to pick between them?",2021-12-18,2566,Teen And Up Audiences,F/M,Completed,Angst | Break Up | Friends to Lovers,Kim Seokjin | Jin/Reader Series: Melancholy Mixtape [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/17926799,6,Awake,I mainly wrote this to cope oops,2019-02-26,1613,Teen And Up Audiences,F/M,Completed,i wrote this at midnight on my phone while lowkey crying so take it as you will,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/26341915,6,Stitches,"a/n: please excuse my lack of knowledge about the procedures made and/or ethics of a hospital, this whole oneshot (and the ones forthcoming) is inspired by tv medical series and can be completely inaccurate for my lack of experience with terms. i deeply apologize for any misconceptions and hope that either way you all enjoy the story!",2020-09-07,8600,Explicit,F/M,Completed,Doctor Bts | Doctor Kim Seokjin | Jin,Kim Seokjin | Jin/You,seokjin,{'seokjin'}
https://golemlab.eu/graph/22496515,6,Wide Awake,"The fog was thick just before day break. He called out your name until his voice was nothing but a whisper. He hadn't seen you in his dreams for week, yet he continued every night to search for you. He knew not of the spell you were under and couldn't call out to him.",2020-01-31,1465,General Audiences,F/M,Completed,Dreamsharing | Romance | Short & Sweet | Short One Shot | Sweet Kim Seokjin | Jin | Visions in dreams,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/39743562,6,platonically invincible,after a tough breakup you confide in Seokjin,2022-06-23,1111,General Audiences,F/M,Completed,Angst | Childhood Friends | Fluff | Friends to Lovers | Platonic Female/Male Relationships | Post-Break Up | Smut,Kim Seokjin | Jin/Reader Series: The Platonic Collection [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/26731717,6,Sliver Lining,"She seems to always be there when they're in danger. They didn't expect her to save one of them and have her whole family life exposed because of them. There must be a silver lining in all of this, right?",2020-09-30,2372,General Audiences,F/M,In-Progress,Alternate Universe - Idols | Community: kpop-fixmix | Friendship/Love | Idols | Original Character(s) | Siblings,"Kim Seokjin | Jin/Reader, choi beomgyu - Relationship",seokjin,{'seokjin'}
https://golemlab.eu/graph/29219619,5,The Holiday Party,"Another year passes and thus with it another solemn holiday party stuffed full with artificial conversations and manufactured smiles. You hated taking part in them. Boring as they were you didn't have a good enough excuse to not attend, besides it was mandatory so you were forced to attend whether you wanted to or not. You'd figure this year wouldn't be anything different from the past year's holiday parties. That is until you meet the sharp-tongued and devilishly handsome, Kim SeokJin. Maybe this year's holiday party wouldn't be so bad.",2021-02-08,4107,Teen And Up Audiences,F/M,Completed,Banter | Holidays | Mild Sexual Content | Sexual Tension,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35682817,5,Like A Dream,"After Jin's little sister leaves the house, you and Jin decide to finally have some alone time",2021-12-13,2950,Explicit,F/M,Completed,Cunnilingus | Established Relationship | Explicit Sexual Content | First Time | Heterosexual Sex | Loss of Virginity | Mentioned Kim Taehyung | V | Oppa Kink | Vaginal Sex | at the end | attempt at some humour? | how to tag | like once | lil bit of fluff | okay explicit tags here we go,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35492059,5,i love you,Ever since you were a small child you always wanted to have your life on a specific path but then you met Jin,2021-12-03,1899,Explicit,F/M,Completed,Alternate Universe - College/University | Angst | Doggy Style | Smut | Vaginal Fingering | Vaginal Sex | Yandere,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35648641,5,Snow Day,None,2021-12-11,487,General Audiences,F/M,Completed,,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: Happy Holidays [2]",seokjin,{'seokjin'}
https://golemlab.eu/graph/31440176,5,Seokjin: A Punishable Act,The Duke and Duchess of Gwacheon both have hidden agendas of epic proportions. But deception isn't part of the rules....,2021-05-21,3841,Explicit,F/M,Completed,Abduction | Anal Fingering | Betrayal | Bondage | Crying During Sex | Deception | Lies | Marking | Mentions of graphic violence | No Aftercare | Orgasm Denial | Rough Sex | Spanking | Use of restraints | Vaginal Fingering,Kim Seokjin | Jin/Reader Series: BTS REGALIA SERIES [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/35634853,5,Lazy Morning,None,2021-12-11,1274,Mature,F/M,Completed,,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: Caught [2]",seokjin,{'seokjin'}
https://golemlab.eu/graph/38441854,5,"More of him, Seokjin!","A series of smuts/one-shots of the lead-vocalist Kim Seokjin, but as different people. You will find all sort of things here. This will be updated regularly, i.e. weekly. If I do forget, I apologise prior. Enjoy! 1) His Muse 2) Mine",2022-04-17,6279,Mature,F/M,In-Progress,Anal Sex | Angst and Fluff and Smut | Bottom Kim Seokjin | Jin | Car Sex | Fluff and Smut | Forehead Kisses | Gay Sex | Heterosexual Sex | Loss of Virginity | Oral Sex | Passionate | Past Rape/Non-con | Rape Aftermath | Rape Recovery | Rape/Non-con Elements | Rough Sex | Semi-Public Sex | Sex | Sex Toys | Shower Sex | Slut Shaming | Sweet Kim Seokjin | Jin | Top Kim Seokjin | Jin | Vaginal Fingering | Vaginal Sex | Virgin Girl | Virgin Kim Seokjin | Jin | Virginity | bts smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/40940598,5,The Flower Bridge,"You couldn’t, you didn’t want to, not anymore, the pain was too much, you wanted it to end, so you visited the bridge. Standing at the highest point, the wind stung, but your problems were bigger, your pain was stronger than the whipping wind and your anguish deeper than the water below. Tethered in the center, connecting the place you came from and the place you were going, you found another type of bridge and he found you. Ghost!Seokjin x reader",2022-08-10,11052,Mature,F/M,Completed,Angst | Angst and Humor | Angst with a Happy Ending | Character Turned Into a Ghost | Comfort/Angst | Dark Comedy | Emotional/Psychological Abuse | Fluff | Fluff and Angst | Hurt/Comfort | Implied/Referenced Abortion | Implied/Referenced Sexual Assault | Implied/Referenced Suicide | References to Depression | Suicide Attempt | Trauma,"Kim Seokjin | Jin/Reader Series: Spring Fling: Stories that Bloom - of love, of pain, of fight [3]",seokjin,{'seokjin'}
https://golemlab.eu/graph/22134601,5,Nice,You should really learn to be nice,2020-01-05,1009,Teen And Up Audiences,F/M,Completed,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/23337931,5,morning breakfast - ksj,Kim Seokjin loves his partner and his food what can he do,2020-03-27,310,Teen And Up Audiences,Other,Completed,Cute | Domestic | Domestic Fluff | Fluff | Mild Smut | Nicknames | One Shot | Short | Skinship,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/21552217,5,The Five Stages,None,2019-12-20,474,Mature,F/M,In-Progress,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/15204503,5,Lost In Translation,you become the translator for bts on their world tour. maybe you and jin will finally get together?,2018-07-07,2674,Teen And Up Audiences,F/M,In-Progress,Cute | I'm bad at tags | Kim Seokjin | Jin is a Sweetheart | sorry - Freeform | translator | world tour | you are awkward | you are jungkook's sister,Kim Seokjin | Jin/Reader Series: Lost In Translation [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/24877402,5,The Diary of Kim Seokjin - Falling in Love in America,"This is my Diary, dear readers, and this is how I fell in love in America and finally gave up.",2020-06-23,9654,Teen And Up Audiences,F/M,Completed,Alternate Universe - Canon Divergence | Animal Transformation | Diary/Journal | I Wrote This Instead of Sleeping | Mild Angst | Romance,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/22134562,5,Prince Of Prejudice,"~ Inspired by Pride & Prejudice; Requested ~ Kim Seokjin is a man with the grace of a dancer, face of an angel, and enough wealth to keep several governments afloat. It is in his nature to be entirely narcissistic and classist - a man of his nature can afford to be. (There are few things that Seokjin cant afford.) When you’re invited to the annual ‘buja’ ball, you hope to find an eligible bachelor to wed and live happily ever after with. What you end up with is a crazed man willing to do anything to have you bear his name and with a ring on your finger.",2020-01-05,5022,Mature,F/M,In-Progress,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/30916346,4,Say Yes! ,Witness the very first solo album by Kim Seok Jin of BTS! Or does he have an ulterior motive when he suddenly drops his own solo album without anyone knowing including his own manager? I have the idea all roughed out but it would probably be a slow update since i have adulting things to do. Please be understanding and support this story a lot!!! 💜💜💜,2021-04-26,11316,Not Rated,F/M,In-Progress,Secret Relationship,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35487901,4,Right Here,Kim Seokjin playing video games is incredibly distracting.,2021-12-03,866,Mature,F/M,Completed,BTS In The Soop Season/Series 02 | Canon Compliant | Established Relationship | Gamer Kim Seokjin | Jin,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
