s,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,kudos,member,keyword,relationship,tag_list,canonical_tags,noncanonical_tags,filtered_noncanonical_tags,bts_tags
https://golemlab.eu/graph/16006538,Talk Some Sense Into Me,"Trailer: https://www.youtube.com/watch?v=eCXpROgvztE [TRIGGER WARNING: Please seek help if you need it; there is no shame in doing so. If you need to talk and don't have anyone: I'm there.] Kim Seokjin should be happy. He has a job that's paying well, his family and brother are proud of him, and considering how many coworkers flirt with him, he doesn't have to be alone. But sometimes all of these things won't bring you happiness- but the exact opposite. Feeling like the pressure is getting too much, loosing his brother more and more, and slowly slipping towards very unhealthy habits to cope, he is seeking help- of course, without telling anyone. Y/N however doesn't know what it's like to have everything. Growing up caught in a toxic family, she soon finds herself deep in a hole she can't climb out on her own again. Having her brother and stepbrother trying to get at eachother's throats constantly, she feels like everything wrong is her fault- and her fault alone. Both from different worlds, yet face almost the same challenges; but carrying a weight together is always a smarter idea than walking alone. But nothing ever comes without a price. How can something like this ever work out?",2018-09-16,2219,Mature,F/M,In-Progress,7,seokjin,Alcohol Abuse/Alcoholism | Brother Min Yoongi | Suga | Depression | Drama | Eventual Happy Ending | Eventual Smut | Fluff | If you need help talk to me | Implied/Referenced Self-Harm | Jung Hoseok | J-Hope is a Sweetheart | Just wanted to put that out there | Kim Namjoon | RM Has Anxiety | Kim Seokjin | Jin & Kim Taehyung | V are Siblings | Please note that I'm not romanticizing those things | Romance | Stepbrother Jeon Jungkook | Withdrawal | Yoongi is Readers biological brother | like I can't stress this enough | maybe it'll help someone | mental health | mentions of past mental abuse | or someone | trigger warning,Kim Seokjin | Jin/Reader,"['Alcohol Abuse/Alcoholism', 'Brother Min Yoongi', 'Suga', 'Depression', 'Drama', 'Eventual Happy Ending', 'Eventual Smut', 'Fluff', 'If you need help talk to me', 'Implied/Referenced Self-Harm', 'Jung Hoseok', 'J-Hope is a Sweetheart', 'Just wanted to put that out there', 'Kim Namjoon', 'RM Has Anxiety', 'Kim Seokjin', 'Jin & Kim Taehyung', 'V are Siblings', ""Please note that I'm not romanticizing those things"", 'Romance', 'Stepbrother Jeon Jungkook', 'Withdrawal', 'Yoongi is Readers biological brother', ""like I can't stress this enough"", ""maybe it'll help someone"", 'mental health', 'mentions of past mental abuse', 'or someone', 'trigger warning']","['Alcohol Abuse/Alcoholism', 'Depression', 'Drama', 'Eventual Happy Ending', 'Eventual Smut', 'Fluff', 'Implied/Referenced Self-Harm', 'Romance', 'Withdrawal']","['Brother Min Yoongi', 'Suga', 'If you need help talk to me', 'Jung Hoseok', 'J-Hope is a Sweetheart', 'Just wanted to put that out there', 'Kim Namjoon', 'RM Has Anxiety', 'Kim Seokjin', 'Jin & Kim Taehyung', 'V are Siblings', ""Please note that I'm not romanticizing those things"", 'Stepbrother Jeon Jungkook', 'Yoongi is Readers biological brother', ""like I can't stress this enough"", ""maybe it'll help someone"", 'mental health', 'mentions of past mental abuse', 'or someone', 'trigger warning']","['Brother Min Yoongi', 'Suga', 'Jung Hoseok', 'Kim Namjoon', 'RM Has Anxiety', 'Kim Seokjin', 'Jin & Kim Taehyung', 'Stepbrother Jeon Jungkook']",[]
https://golemlab.eu/graph/41045772,What Is Your Dream?,"After a long night of studying, Seokjin challenges your perspective on your future.",2022-08-15,1186,General Audiences,F/M,Completed,7,seokjin,Alternate Universe - College/University | Established Relationship | Fluff | Good Boyfriend Seokjin | Kim Seokjin | Jin is Good at Feelings,Kim Seokjin | Jin/Reader Series: One Shots Based on BTS Songs [3],"['Alternate Universe - College/University', 'Established Relationship', 'Fluff', 'Good Boyfriend Seokjin', 'Kim Seokjin', 'Jin is Good at Feelings']","['Alternate Universe - College/University', 'Established Relationship', 'Fluff']","['Good Boyfriend Seokjin', 'Kim Seokjin', 'Jin is Good at Feelings']","['Good Boyfriend Seokjin', 'Kim Seokjin']",[]
https://golemlab.eu/graph/16796947,bedroom,a lot of things happens in the bedroom,2018-12-01,1702,Mature,F/M,Completed,7,seokjin,A jin smut wouldn't be complete without jokes | Cutie Kim Seokjin | Dom Kim Seokjin | Jin | I Can't Believe I Wrote This | I cant do a smut of jin i'm sorry | Kim Seokjin | Jin is a Sweetheart | Kim Seokjin | Jin is a Tease | Rough Sex | Top Kim Taehyung | V | fluff at the end,Kim Seokjin | Jin/Reader Series: Bangtan Smut Oneshots [3],"[""A jin smut wouldn't be complete without jokes"", 'Cutie Kim Seokjin', 'Dom Kim Seokjin', 'Jin', ""I Can't Believe I Wrote This"", ""I cant do a smut of jin i'm sorry"", 'Kim Seokjin', 'Jin is a Sweetheart', 'Kim Seokjin', 'Jin is a Tease', 'Rough Sex', 'Top Kim Taehyung', 'V', 'fluff at the end']","[""I Can't Believe I Wrote This"", 'Rough Sex']","[""A jin smut wouldn't be complete without jokes"", 'Cutie Kim Seokjin', 'Dom Kim Seokjin', 'Jin', ""I cant do a smut of jin i'm sorry"", 'Kim Seokjin', 'Jin is a Sweetheart', 'Kim Seokjin', 'Jin is a Tease', 'Top Kim Taehyung', 'V', 'fluff at the end']","['Cutie Kim Seokjin', 'Dom Kim Seokjin', 'Jin', 'Kim Seokjin', 'Kim Seokjin', 'Top Kim Taehyung']",[]
https://golemlab.eu/graph/38139376,Maid for you [Kim Seokjin],Kim Seokjin is in desperate need of a Housekeeper that can care for his sugar glider when he is gone.,2022-04-03,3902,Teen And Up Audiences,F/M,In-Progress,7,seokjin,Boss/Employee Relationship | Eventual Romance | Jin is overworked | Kim Seokjin | Jin is a Mess | Reader is a housekeeper | Reader is caring | Slow Burn | Sweet Kim Seokjin | Jin | if i feel like it | maybe smut,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: BTS [2]","['Boss/Employee Relationship', 'Eventual Romance', 'Jin is overworked', 'Kim Seokjin', 'Jin is a Mess', 'Reader is a housekeeper', 'Reader is caring', 'Slow Burn', 'Sweet Kim Seokjin', 'Jin', 'if i feel like it', 'maybe smut']","['Boss/Employee Relationship', 'Eventual Romance', 'Slow Burn']","['Jin is overworked', 'Kim Seokjin', 'Jin is a Mess', 'Reader is a housekeeper', 'Reader is caring', 'Sweet Kim Seokjin', 'Jin', 'if i feel like it', 'maybe smut']","['Kim Seokjin', 'Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/23842987,Heart Of Stone (Kim Seokjin/Jin x F!Reader),"This oneshot has the reader as a member of the fictional Korean cast of ""SIX"", in the role of ""Jane Seymour"". Struggling with her song ""Heart Of Stone"", she's at a loss of ideas, but then help arrives in form of Kim Seokjin. The song featured in this shot originates from the musical ""SIX"", that tells the stories of Henry VIII's six wives.",2020-04-25,2738,Teen And Up Audiences,F/M,Completed,7,seokjin,Fluff | Kim Seokjin | Jin is a Sweetheart | Sweet Kim Seokjin | Jin,Kim Seokjin | Jin/Reader Series: SIX-Series [3],"['Fluff', 'Kim Seokjin', 'Jin is a Sweetheart', 'Sweet Kim Seokjin', 'Jin']",['Fluff'],"['Kim Seokjin', 'Jin is a Sweetheart', 'Sweet Kim Seokjin', 'Jin']","['Kim Seokjin', 'Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/25720234,Wildflower,Your Best friend Seokjin gets you out of the house after noticing your melancholia.,2020-08-05,775,Teen And Up Audiences,F/M,Completed,7,seokjin,Best Friends | Enemies to Friends to Lovers | Fluffy Ending | Possible Character Death | Short & Sweet | Sweet Kim Seokjin | Jin | Unplanned Pregnancy,Kim Seokjin | Jin/You,"['Best Friends', 'Enemies to Friends to Lovers', 'Fluffy Ending', 'Possible Character Death', 'Short & Sweet', 'Sweet Kim Seokjin', 'Jin', 'Unplanned Pregnancy']","['Best Friends', 'Enemies to Friends to Lovers', 'Fluffy Ending', 'Possible Character Death', 'Short & Sweet', 'Unplanned Pregnancy']","['Sweet Kim Seokjin', 'Jin']","['Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/35664349,Seven Moons,"When Kim Seokjin's betrothed ditches Mikronysus for Earth, he rakes through the continents to bring her back. At last, he believes to have found her when his tracker picks up on a tremendous amount of energy coming from the Midwest. After initiating the process to bring her back, he's shocked to find you in his quarters, a struggling businesswoman from Kansas City, instead of his runaway bride. To get you back home, he's got to make a trade. But when it comes to you, will he be able to go through with it?",2021-12-12,8353,Mature,F/M,In-Progress,7,seokjin,Alternate Universe | Alternate Universe - Fantasy | Alternate Universe - Space | Angst and Fluff and Smut | Angsty Kim Seokjin | Jin | Doctor Who References | Enemies to Lovers | Eventual Smut | Futuristic | Kim Seokjin | Jin Smut | Strangers to Lovers | Sweet Kim Seokjin | Jin | Time Lord Angst | Time Lord smut,Kim Seokjin | Jin/Reader,"['Alternate Universe', 'Alternate Universe - Fantasy', 'Alternate Universe - Space', 'Angst and Fluff and Smut', 'Angsty Kim Seokjin', 'Jin', 'Doctor Who References', 'Enemies to Lovers', 'Eventual Smut', 'Futuristic', 'Kim Seokjin', 'Jin Smut', 'Strangers to Lovers', 'Sweet Kim Seokjin', 'Jin', 'Time Lord Angst', 'Time Lord smut']","['Alternate Universe', 'Alternate Universe - Fantasy', 'Alternate Universe - Space', 'Angst and Fluff and Smut', 'Doctor Who References', 'Enemies to Lovers', 'Eventual Smut', 'Strangers to Lovers', 'Time Lord Angst']","['Angsty Kim Seokjin', 'Jin', 'Futuristic', 'Kim Seokjin', 'Jin Smut', 'Sweet Kim Seokjin', 'Jin', 'Time Lord smut']","['Angsty Kim Seokjin', 'Jin', 'Futuristic', 'Kim Seokjin', 'Jin Smut', 'Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/38640675,contradicktory,"the guy you've had your rivalry mutual with, you find yourself grinding on his cock the day you were supposed to kill him. or, maybe it was him who was supposed to kill you?  both of you find your heart in a contradiction to your duties, so would you follow your heart or you duties?",2022-04-27,4897,Explicit,F/M,Completed,6,seokjin,Dry Humping | Fluff | Light Angst | Oral Sex | PWP | Rough Sex | Smut | Spanking | Vaginal Fingering,Kim Seokjin | Jin/Reader,"['Dry Humping', 'Fluff', 'Light Angst', 'Oral Sex', 'PWP', 'Rough Sex', 'Smut', 'Spanking', 'Vaginal Fingering']","['Dry Humping', 'Fluff', 'Light Angst', 'Oral Sex', 'Rough Sex', 'Smut', 'Spanking', 'Vaginal Fingering']",['PWP'],[],[]
https://golemlab.eu/graph/39824139,"run away, run away","seokjin chases you through the woods, catches you, and takes what he wants.",2022-06-22,1001,Explicit,F/F,Completed,6,seokjin,Choking | Consensual Non-Consent | Face Slapping | Fighting Kink | Gross | Play Fighting | Predator/Prey | Roleplay | Rough Sex | Semi-Public Sex | Sexual Roleplay | Werewolf Kim Seokjin | Jin,Kim Seokjin | Jin/Reader Series: run away [1],"['Choking', 'Consensual Non-Consent', 'Face Slapping', 'Fighting Kink', 'Gross', 'Play Fighting', 'Predator/Prey', 'Roleplay', 'Rough Sex', 'Semi-Public Sex', 'Sexual Roleplay', 'Werewolf Kim Seokjin', 'Jin']","['Choking', 'Consensual Non-Consent', 'Face Slapping', 'Fighting Kink', 'Gross', 'Play Fighting', 'Predator/Prey', 'Roleplay', 'Rough Sex', 'Semi-Public Sex', 'Sexual Roleplay']","['Werewolf Kim Seokjin', 'Jin']","['Werewolf Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/26731717,Sliver Lining,"She seems to always be there when they're in danger. They didn't expect her to save one of them and have her whole family life exposed because of them. There must be a silver lining in all of this, right?",2020-09-30,2372,General Audiences,F/M,In-Progress,6,seokjin,Alternate Universe - Idols | Community: kpop-fixmix | Friendship/Love | Idols | Original Character(s) | Siblings,"Kim Seokjin | Jin/Reader, choi beomgyu - Relationship","['Alternate Universe - Idols', 'Community: kpop-fixmix', 'Friendship/Love', 'Idols', 'Original Character(s)', 'Siblings']","['Alternate Universe - Idols', 'Community: kpop-fixmix', 'Friendship/Love', 'Idols', 'Original Character(s)', 'Siblings']",[],[],[]
https://golemlab.eu/graph/34074628,give & take,,2021-09-25,374,Mature,F/M,Completed,6,seokjin,Cunnilingus | Dirty Talk | Established Relationship,Kim Seokjin | Jin/Reader,"['Cunnilingus', 'Dirty Talk', 'Established Relationship']","['Cunnilingus', 'Dirty Talk', 'Established Relationship']",[],[],[]
https://golemlab.eu/graph/31864039,Lussekatter,Basic baking fluff with the one and only Kim Seokjin [This is a one shot],2021-06-10,729,Teen And Up Audiences,F/M,Completed,6,seokjin,Baking | Fluff | Kim Seokjin | Jin-centric | One Shot | Reader-Insert | Sweet Kim Seokjin | Jin,Kim Seokjin | Jin/Reader,"['Baking', 'Fluff', 'Kim Seokjin', 'Jin-centric', 'One Shot', 'Reader-Insert', 'Sweet Kim Seokjin', 'Jin']","['Baking', 'Fluff', 'One Shot', 'Reader-Insert']","['Kim Seokjin', 'Jin-centric', 'Sweet Kim Seokjin', 'Jin']","['Kim Seokjin', 'Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/28459341,Merry Kissmas,It’s Christmas day and Seokjin has a surprise for you.,2020-12-31,978,General Audiences,F/M,Completed,6,seokjin,Christmas Fluff | Established Relationship | Fluff,Kim Seokjin | Jin/Reader,"['Christmas Fluff', 'Established Relationship', 'Fluff']","['Christmas Fluff', 'Established Relationship', 'Fluff']",[],[],[]
https://golemlab.eu/graph/19080106,Untitled.,This is actually my first time writing and and I'm so sorry if it's bore you :(,2019-06-03,12070,Explicit,F/M,Completed,6,seokjin,,Kim Seokjin | Jin/Reader,[],[],[],[],[]
https://golemlab.eu/graph/17926799,Awake,I mainly wrote this to cope oops,2019-02-26,1613,Teen And Up Audiences,F/M,Completed,6,seokjin,i wrote this at midnight on my phone while lowkey crying so take it as you will,Kim Seokjin | Jin/Reader,['i wrote this at midnight on my phone while lowkey crying so take it as you will'],[],['i wrote this at midnight on my phone while lowkey crying so take it as you will'],[],[]
https://golemlab.eu/graph/35788819,Valentine,"What happens when all your wishes come true, and you have to pick between them?",2021-12-18,2566,Teen And Up Audiences,F/M,Completed,6,seokjin,Angst | Break Up | Friends to Lovers,Kim Seokjin | Jin/Reader Series: Melancholy Mixtape [1],"['Angst', 'Break Up', 'Friends to Lovers']","['Angst', 'Break Up', 'Friends to Lovers']",[],[],[]
https://golemlab.eu/graph/26341915,Stitches,"a/n: please excuse my lack of knowledge about the procedures made and/or ethics of a hospital, this whole oneshot (and the ones forthcoming) is inspired by tv medical series and can be completely inaccurate for my lack of experience with terms. i deeply apologize for any misconceptions and hope that either way you all enjoy the story!",2020-09-07,8600,Explicit,F/M,Completed,6,seokjin,Doctor Bts | Doctor Kim Seokjin | Jin,Kim Seokjin | Jin/You,"['Doctor Bts', 'Doctor Kim Seokjin', 'Jin']",[],"['Doctor Bts', 'Doctor Kim Seokjin', 'Jin']","['Doctor Bts', 'Doctor Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/22496515,Wide Awake,"The fog was thick just before day break. He called out your name until his voice was nothing but a whisper. He hadn't seen you in his dreams for week, yet he continued every night to search for you. He knew not of the spell you were under and couldn't call out to him.",2020-01-31,1465,General Audiences,F/M,Completed,6,seokjin,Dreamsharing | Romance | Short & Sweet | Short One Shot | Sweet Kim Seokjin | Jin | Visions in dreams,Kim Seokjin | Jin/Reader,"['Dreamsharing', 'Romance', 'Short & Sweet', 'Short One Shot', 'Sweet Kim Seokjin', 'Jin', 'Visions in dreams']","['Dreamsharing', 'Romance', 'Short & Sweet', 'Short One Shot', 'Visions in dreams']","['Sweet Kim Seokjin', 'Jin']","['Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/39743562,platonically invincible,after a tough breakup you confide in Seokjin,2022-06-23,1111,General Audiences,F/M,Completed,6,seokjin,Angst | Childhood Friends | Fluff | Friends to Lovers | Platonic Female/Male Relationships | Post-Break Up | Smut,Kim Seokjin | Jin/Reader Series: The Platonic Collection [1],"['Angst', 'Childhood Friends', 'Fluff', 'Friends to Lovers', 'Platonic Female/Male Relationships', 'Post-Break Up', 'Smut']","['Angst', 'Childhood Friends', 'Fluff', 'Friends to Lovers', 'Platonic Female/Male Relationships', 'Post-Break Up', 'Smut']",[],[],[]
https://golemlab.eu/graph/40829370,"the harder the rain, honey, the sweeter the sun","seokjin had the perfect plan to propose to you, but if only he could’ve predicted the weather",2022-08-06,492,General Audiences,F/M,Completed,6,seokjin,Alternate Universe - Not K-Pop Idols | Drabble | Established Relationship | Fluff | Marriage Proposal | Reader-Insert | gender neutral reader,Kim Seokjin | Jin/Reader,"['Alternate Universe - Not K-Pop Idols', 'Drabble', 'Established Relationship', 'Fluff', 'Marriage Proposal', 'Reader-Insert', 'gender neutral reader']","['Alternate Universe - Not K-Pop Idols', 'Drabble', 'Established Relationship', 'Fluff', 'Marriage Proposal', 'Reader-Insert']",['gender neutral reader'],[],[]
https://golemlab.eu/graph/29219619,The Holiday Party,"Another year passes and thus with it another solemn holiday party stuffed full with artificial conversations and manufactured smiles. You hated taking part in them. Boring as they were you didn't have a good enough excuse to not attend, besides it was mandatory so you were forced to attend whether you wanted to or not. You'd figure this year wouldn't be anything different from the past year's holiday parties. That is until you meet the sharp-tongued and devilishly handsome, Kim SeokJin. Maybe this year's holiday party wouldn't be so bad.",2021-02-08,4107,Teen And Up Audiences,F/M,Completed,5,seokjin,Banter | Holidays | Mild Sexual Content | Sexual Tension,Kim Seokjin | Jin/Reader,"['Banter', 'Holidays', 'Mild Sexual Content', 'Sexual Tension']","['Banter', 'Holidays', 'Mild Sexual Content', 'Sexual Tension']",[],[],[]
https://golemlab.eu/graph/35682817,Like A Dream,"After Jin's little sister leaves the house, you and Jin decide to finally have some alone time",2021-12-13,2950,Explicit,F/M,Completed,5,seokjin,Cunnilingus | Established Relationship | Explicit Sexual Content | First Time | Heterosexual Sex | Loss of Virginity | Mentioned Kim Taehyung | V | Oppa Kink | Vaginal Sex | at the end | attempt at some humour? | how to tag | like once | lil bit of fluff | okay explicit tags here we go,Kim Seokjin | Jin/Reader,"['Cunnilingus', 'Established Relationship', 'Explicit Sexual Content', 'First Time', 'Heterosexual Sex', 'Loss of Virginity', 'Mentioned Kim Taehyung', 'V', 'Oppa Kink', 'Vaginal Sex', 'at the end', 'attempt at some humour?', 'how to tag', 'like once', 'lil bit of fluff', 'okay explicit tags here we go']","['Cunnilingus', 'Established Relationship', 'Explicit Sexual Content', 'First Time', 'Heterosexual Sex', 'Loss of Virginity', 'Oppa Kink', 'Vaginal Sex']","['Mentioned Kim Taehyung', 'V', 'at the end', 'attempt at some humour?', 'how to tag', 'like once', 'lil bit of fluff', 'okay explicit tags here we go']",['Mentioned Kim Taehyung'],[]
https://golemlab.eu/graph/35492059,i love you,Ever since you were a small child you always wanted to have your life on a specific path but then you met Jin,2021-12-03,1899,Explicit,F/M,Completed,5,seokjin,Alternate Universe - College/University | Angst | Doggy Style | Smut | Vaginal Fingering | Vaginal Sex | Yandere,Kim Seokjin | Jin/Reader,"['Alternate Universe - College/University', 'Angst', 'Doggy Style', 'Smut', 'Vaginal Fingering', 'Vaginal Sex', 'Yandere']","['Alternate Universe - College/University', 'Angst', 'Doggy Style', 'Smut', 'Vaginal Fingering', 'Vaginal Sex', 'Yandere']",[],[],[]
https://golemlab.eu/graph/35648641,Snow Day,,2021-12-11,487,General Audiences,F/M,Completed,5,seokjin,,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: Happy Holidays [2]",[],[],[],[],[]
https://golemlab.eu/graph/31440176,Seokjin: A Punishable Act,The Duke and Duchess of Gwacheon both have hidden agendas of epic proportions. But deception isn't part of the rules....,2021-05-21,3841,Explicit,F/M,Completed,5,seokjin,Abduction | Anal Fingering | Betrayal | Bondage | Crying During Sex | Deception | Lies | Marking | Mentions of graphic violence | No Aftercare | Orgasm Denial | Rough Sex | Spanking | Use of restraints | Vaginal Fingering,Kim Seokjin | Jin/Reader Series: BTS REGALIA SERIES [3],"['Abduction', 'Anal Fingering', 'Betrayal', 'Bondage', 'Crying During Sex', 'Deception', 'Lies', 'Marking', 'Mentions of graphic violence', 'No Aftercare', 'Orgasm Denial', 'Rough Sex', 'Spanking', 'Use of restraints', 'Vaginal Fingering']","['Abduction', 'Anal Fingering', 'Betrayal', 'Bondage', 'Deception', 'Lies', 'Marking', 'No Aftercare', 'Orgasm Denial', 'Rough Sex', 'Spanking', 'Vaginal Fingering']","['Crying During Sex', 'Mentions of graphic violence', 'Use of restraints']",['Crying During Sex'],[]
https://golemlab.eu/graph/35634853,Lazy Morning,,2021-12-11,1274,Mature,F/M,Completed,5,seokjin,,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: Caught [2]",[],[],[],[],[]
https://golemlab.eu/graph/38441854,"More of him, Seokjin!","A series of smuts/one-shots of the lead-vocalist Kim Seokjin, but as different people. You will find all sort of things here. This will be updated regularly, i.e. weekly. If I do forget, I apologise prior. Enjoy! 1) His Muse 2) Mine",2022-04-17,6279,Mature,F/M,In-Progress,5,seokjin,Anal Sex | Angst and Fluff and Smut | Bottom Kim Seokjin | Jin | Car Sex | Fluff and Smut | Forehead Kisses | Gay Sex | Heterosexual Sex | Loss of Virginity | Oral Sex | Passionate | Past Rape/Non-con | Rape Aftermath | Rape Recovery | Rape/Non-con Elements | Rough Sex | Semi-Public Sex | Sex | Sex Toys | Shower Sex | Slut Shaming | Sweet Kim Seokjin | Jin | Top Kim Seokjin | Jin | Vaginal Fingering | Vaginal Sex | Virgin Girl | Virgin Kim Seokjin | Jin | Virginity | bts smut,Kim Seokjin | Jin/Reader,"['Anal Sex', 'Angst and Fluff and Smut', 'Bottom Kim Seokjin', 'Jin', 'Car Sex', 'Fluff and Smut', 'Forehead Kisses', 'Gay Sex', 'Heterosexual Sex', 'Loss of Virginity', 'Oral Sex', 'Passionate', 'Past Rape/Non-con', 'Rape Aftermath', 'Rape Recovery', 'Rape/Non-con Elements', 'Rough Sex', 'Semi-Public Sex', 'Sex', 'Sex Toys', 'Shower Sex', 'Slut Shaming', 'Sweet Kim Seokjin', 'Jin', 'Top Kim Seokjin', 'Jin', 'Vaginal Fingering', 'Vaginal Sex', 'Virgin Girl', 'Virgin Kim Seokjin', 'Jin', 'Virginity', 'bts smut']","['Anal Sex', 'Angst and Fluff and Smut', 'Car Sex', 'Fluff and Smut', 'Forehead Kisses', 'Gay Sex', 'Heterosexual Sex', 'Loss of Virginity', 'Oral Sex', 'Past Rape/Non-con', 'Rape Aftermath', 'Rape Recovery', 'Rape/Non-con Elements', 'Rough Sex', 'Semi-Public Sex', 'Sex', 'Sex Toys', 'Shower Sex', 'Slut Shaming', 'Vaginal Fingering', 'Vaginal Sex', 'Virginity']","['Bottom Kim Seokjin', 'Jin', 'Passionate', 'Sweet Kim Seokjin', 'Jin', 'Top Kim Seokjin', 'Jin', 'Virgin Girl', 'Virgin Kim Seokjin', 'Jin', 'bts smut']","['Bottom Kim Seokjin', 'Jin', 'Passionate', 'Sweet Kim Seokjin', 'Jin', 'Top Kim Seokjin', 'Jin', 'Virgin Girl', 'Virgin Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/40940598,The Flower Bridge,"You couldn’t, you didn’t want to, not anymore, the pain was too much, you wanted it to end, so you visited the bridge. Standing at the highest point, the wind stung, but your problems were bigger, your pain was stronger than the whipping wind and your anguish deeper than the water below. Tethered in the center, connecting the place you came from and the place you were going, you found another type of bridge and he found you. Ghost!Seokjin x reader",2022-08-10,11052,Mature,F/M,Completed,5,seokjin,Angst | Angst and Humor | Angst with a Happy Ending | Character Turned Into a Ghost | Comfort/Angst | Dark Comedy | Emotional/Psychological Abuse | Fluff | Fluff and Angst | Hurt/Comfort | Implied/Referenced Abortion | Implied/Referenced Sexual Assault | Implied/Referenced Suicide | References to Depression | Suicide Attempt | Trauma,"Kim Seokjin | Jin/Reader Series: Spring Fling: Stories that Bloom - of love, of pain, of fight [3]","['Angst', 'Angst and Humor', 'Angst with a Happy Ending', 'Character Turned Into a Ghost', 'Comfort/Angst', 'Dark Comedy', 'Emotional/Psychological Abuse', 'Fluff', 'Fluff and Angst', 'Hurt/Comfort', 'Implied/Referenced Abortion', 'Implied/Referenced Sexual Assault', 'Implied/Referenced Suicide', 'References to Depression', 'Suicide Attempt', 'Trauma']","['Angst', 'Angst and Humor', 'Angst with a Happy Ending', 'Character Turned Into a Ghost', 'Comfort/Angst', 'Dark Comedy', 'Emotional/Psychological Abuse', 'Fluff', 'Fluff and Angst', 'Hurt/Comfort', 'Implied/Referenced Abortion', 'Implied/Referenced Sexual Assault', 'Implied/Referenced Suicide', 'References to Depression', 'Suicide Attempt', 'Trauma']",[],[],[]
https://golemlab.eu/graph/22134601,Nice,You should really learn to be nice,2020-01-05,1009,Teen And Up Audiences,F/M,Completed,5,seokjin,,Kim Seokjin | Jin/Reader,[],[],[],[],[]
https://golemlab.eu/graph/23337931,morning breakfast - ksj,Kim Seokjin loves his partner and his food what can he do,2020-03-27,310,Teen And Up Audiences,Other,Completed,5,seokjin,Cute | Domestic | Domestic Fluff | Fluff | Mild Smut | Nicknames | One Shot | Short | Skinship,Kim Seokjin | Jin/Reader,"['Cute', 'Domestic', 'Domestic Fluff', 'Fluff', 'Mild Smut', 'Nicknames', 'One Shot', 'Short', 'Skinship']","['Cute', 'Domestic', 'Domestic Fluff', 'Fluff', 'Mild Smut', 'Nicknames', 'One Shot', 'Short']",['Skinship'],['Skinship'],[]
https://golemlab.eu/graph/21552217,The Five Stages,,2019-12-20,474,Mature,F/M,In-Progress,5,seokjin,,Kim Seokjin | Jin/Reader,[],[],[],[],[]
https://golemlab.eu/graph/15204503,Lost In Translation,you become the translator for bts on their world tour. maybe you and jin will finally get together?,2018-07-07,2674,Teen And Up Audiences,F/M,In-Progress,5,seokjin,Cute | I'm bad at tags | Kim Seokjin | Jin is a Sweetheart | sorry - Freeform | translator | world tour | you are awkward | you are jungkook's sister,Kim Seokjin | Jin/Reader Series: Lost In Translation [1],"['Cute', ""I'm bad at tags"", 'Kim Seokjin', 'Jin is a Sweetheart', 'sorry - Freeform', 'translator', 'world tour', 'you are awkward', ""you are jungkook's sister""]",['Cute'],"[""I'm bad at tags"", 'Kim Seokjin', 'Jin is a Sweetheart', 'sorry - Freeform', 'translator', 'world tour', 'you are awkward', ""you are jungkook's sister""]",['Kim Seokjin'],[]
https://golemlab.eu/graph/24877402,The Diary of Kim Seokjin - Falling in Love in America,"This is my Diary, dear readers, and this is how I fell in love in America and finally gave up.",2020-06-23,9654,Teen And Up Audiences,F/M,Completed,5,seokjin,Alternate Universe - Canon Divergence | Animal Transformation | Diary/Journal | I Wrote This Instead of Sleeping | Mild Angst | Romance,Kim Seokjin | Jin/Reader,"['Alternate Universe - Canon Divergence', 'Animal Transformation', 'Diary/Journal', 'I Wrote This Instead of Sleeping', 'Mild Angst', 'Romance']","['Alternate Universe - Canon Divergence', 'Animal Transformation', 'Diary/Journal', 'I Wrote This Instead of Sleeping', 'Romance']",['Mild Angst'],['Mild Angst'],[]
https://golemlab.eu/graph/22134562,Prince Of Prejudice,"~ Inspired by Pride & Prejudice; Requested ~ Kim Seokjin is a man with the grace of a dancer, face of an angel, and enough wealth to keep several governments afloat. It is in his nature to be entirely narcissistic and classist - a man of his nature can afford to be. (There are few things that Seokjin cant afford.) When you’re invited to the annual ‘buja’ ball, you hope to find an eligible bachelor to wed and live happily ever after with. What you end up with is a crazed man willing to do anything to have you bear his name and with a ring on your finger.",2020-01-05,5022,Mature,F/M,In-Progress,5,seokjin,,Kim Seokjin | Jin/Reader,[],[],[],[],[]
